"ID","pathRewardTypeEnum","objectId","spell4Id","item2Id","quest2Id","characterTitleId","prerequisiteId","count","pathRewardFlags","pathScientistScanBotProfileId"
11,2,46,0,7360,0,0,0,0,0,0
12,1,230,0,12078,0,0,0,0,0,0
13,1,230,224,0,0,0,0,0,0,0
14,1,231,0,0,0,10,0,0,0,0
15,1,232,0,0,0,12,0,0,0,0
16,1,625,0,7363,0,0,0,0,0,0
17,1,628,0,7366,0,0,0,0,0,0
18,1,629,0,7369,0,0,0,0,0,0
19,1,626,0,7385,0,0,0,0,0,0
20,1,630,0,7388,0,0,0,0,0,0
21,1,631,0,7391,0,0,0,0,0,0
22,1,632,0,7394,0,0,9,0,0,0
23,1,645,0,7372,0,0,0,0,0,0
24,1,646,0,7375,0,0,0,0,0,0
25,1,627,0,7378,0,0,0,0,1,0
26,1,647,0,7382,0,0,0,0,0,0
27,1,230,0,0,1857,0,0,0,0,0
28,1,627,0,7379,0,0,0,0,1,0
29,1,632,0,7375,0,0,3,0,0,0
30,0,6,0,0,0,0,0,0,0,0
31,0,7,0,0,0,0,0,0,0,0
32,0,8,0,12886,0,0,0,0,0,0
33,0,9,69661,0,0,0,0,0,0,0
34,0,10,69677,0,0,0,0,0,0,0
35,0,11,0,19282,0,0,18,0,0,0
36,0,12,0,19258,0,0,0,0,0,0
37,0,13,0,20547,0,0,0,0,0,0
38,0,14,0,19280,0,0,18,0,0,0
39,0,15,69650,30562,0,0,0,0,0,0
40,0,16,0,20565,0,0,0,0,0,0
41,0,17,0,19262,0,0,0,0,0,0
42,0,18,0,19283,0,0,18,0,0,0
43,0,19,69664,0,0,0,0,0,0,0
44,0,20,0,49993,0,0,0,0,0,0
45,0,21,0,19281,0,0,18,0,0,0
46,0,22,0,19266,0,0,0,0,0,0
47,0,23,69695,0,0,0,0,0,0,0
48,0,24,0,19279,0,0,18,0,0,0
49,0,25,0,20750,0,0,0,0,0,0
50,0,26,0,19284,0,0,18,0,0,0
51,0,27,0,19270,0,0,0,0,0,0
52,0,28,69651,0,0,0,0,0,0,0
53,0,29,0,40434,0,0,0,0,0,0
54,0,30,0,20665,0,0,0,0,0,0
55,0,31,0,40435,0,0,0,0,0,0
56,0,32,69665,0,0,0,0,0,0,0
57,0,33,0,40435,0,0,0,0,0,0
58,0,34,69696,20704,0,0,0,0,0,0
59,0,35,69653,49997,0,0,0,0,0,0
60,0,36,0,0,0,0,0,0,0,0
61,0,37,0,0,0,0,0,0,0,0
62,0,38,0,12887,0,0,0,0,0,0
63,0,39,32759,0,0,0,0,0,0,0
64,0,40,70910,0,0,0,0,0,0,0
65,0,41,0,19288,0,0,18,0,0,0
66,0,42,0,19259,0,0,0,0,0,0
67,0,43,58640,20547,0,0,0,0,0,0
68,0,44,0,19286,0,0,18,0,0,0
69,0,45,0,31319,0,0,0,0,0,0
70,0,46,0,20565,0,0,0,0,0,0
71,0,47,0,19263,0,0,0,0,0,0
72,0,48,0,19289,0,0,18,0,0,0
73,0,49,32771,0,0,0,0,0,0,0
74,0,50,0,49994,0,28,0,0,0,0
75,0,51,0,19287,0,0,18,0,0,0
76,0,52,0,19267,0,0,0,0,0,0
77,0,53,58654,0,0,0,0,0,0,0
78,0,54,0,19285,0,0,18,0,0,0
79,0,55,0,20750,0,29,0,0,0,0
80,0,56,0,19290,0,0,18,0,0,0
81,0,57,0,19271,0,0,0,0,0,0
82,0,58,70987,0,0,0,0,0,0,0
83,0,59,0,40431,0,0,0,0,0,0
84,0,60,0,20665,0,0,0,0,0,0
85,0,61,0,40432,0,0,0,0,0,0
86,0,62,32772,0,0,0,0,0,0,0
87,0,63,0,40432,0,0,0,0,0,0
88,0,64,58655,20704,0,0,0,0,0,0
89,0,65,0,49998,0,31,0,0,0,0
90,0,66,0,0,0,0,0,0,0,0
91,0,67,0,0,0,0,0,0,0,0
92,0,68,0,12888,0,0,0,0,0,0
93,0,69,69724,0,0,0,0,0,0,0
94,0,70,69692,0,0,0,0,0,0,0
95,0,71,0,19294,0,33,18,0,0,0
96,0,72,0,19260,0,0,0,0,0,0
97,0,73,0,20547,0,0,0,0,0,0
98,0,74,0,19292,0,0,18,0,0,0
99,0,75,58860,30690,0,34,0,0,0,0
100,0,76,0,20565,0,0,0,0,0,0
101,0,77,0,19264,0,0,0,0,0,0
102,0,78,0,19295,0,0,18,0,0,0
103,0,79,69725,0,0,0,0,0,0,0
104,0,80,0,49995,0,35,0,0,0,0
105,0,81,0,19293,0,0,18,0,0,0
106,0,82,0,19268,0,0,0,0,0,0
107,0,83,69715,0,0,0,0,0,0,0
108,0,84,0,19291,0,0,18,0,0,0
109,0,85,0,20750,0,36,0,0,0,0
110,0,86,0,19296,0,0,18,0,0,0
111,0,87,0,19272,0,0,0,0,0,0
112,0,88,60703,0,0,0,0,0,0,0
113,0,89,0,40425,0,0,0,0,0,0
114,0,90,0,20665,0,37,0,0,0,0
115,0,91,0,40426,0,0,0,0,0,0
116,0,92,69726,0,0,0,0,0,0,0
117,0,93,0,40426,0,0,0,0,0,0
118,0,94,69716,20704,0,0,0,0,0,0
119,0,95,60704,49999,0,38,0,0,0,0
120,0,96,0,0,0,0,0,0,0,0
121,0,97,0,0,0,0,0,0,0,0
122,0,98,0,12889,0,0,0,0,0,0
123,0,99,57781,0,0,0,0,0,0,0
124,0,100,74979,0,0,0,0,0,0,0
125,0,101,0,19300,0,0,18,0,0,0
126,0,102,0,19261,0,0,0,0,0,0
127,0,103,0,20547,0,0,0,0,0,0
128,0,104,0,19298,0,0,18,0,0,0
129,0,105,58701,30563,0,0,0,0,0,0
130,0,106,0,20565,0,0,0,0,0,0
131,0,107,0,19265,0,0,0,0,0,0
132,0,108,0,19301,0,0,18,0,0,0
133,0,109,57782,0,0,0,0,0,0,0
134,0,110,0,49996,0,0,0,0,0,0
135,0,111,0,19299,0,0,18,0,0,0
136,0,112,0,19269,0,0,0,0,0,0
137,0,113,74980,0,0,0,0,0,0,0
138,0,114,0,19297,0,0,18,0,0,0
139,0,115,0,20750,0,43,0,0,0,0
140,0,116,0,19302,0,0,18,0,0,0
141,0,117,0,19273,0,0,0,0,0,0
142,0,118,58805,0,0,0,0,0,0,0
143,0,119,0,40410,0,0,0,0,0,0
144,0,120,0,20665,0,44,0,0,0,0
145,0,121,0,40411,0,0,0,0,0,0
146,0,122,57783,0,0,0,0,0,0,0
147,0,123,0,40411,0,0,0,0,0,0
148,0,124,74981,20704,0,0,0,0,0,0
149,0,125,58806,50000,0,45,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0
308,0,75,0,0,0,0,0,0,0,3
309,2,230,0,12064,0,0,0,0,0,0
311,2,13,0,15484,0,0,0,0,0,0
312,2,14,0,15496,0,0,0,0,0,0
313,2,16,0,15490,0,0,0,0,0,0
314,2,12,0,15502,0,0,0,0,0,0
315,2,15,0,15485,0,0,0,0,0,0
316,2,19,0,15497,0,0,0,0,0,0
317,2,18,0,15491,0,0,0,0,0,0
318,2,17,0,15503,0,0,0,0,0,0
319,2,8,0,15486,0,0,0,0,0,0
320,2,82,0,15498,0,0,0,0,0,0
321,2,28,0,15492,0,0,0,0,0,0
322,2,9,0,15504,0,0,0,0,0,0
323,2,42,0,15487,0,0,0,0,0,0
324,2,192,0,15499,0,0,0,0,0,0
325,2,35,0,15493,0,0,0,0,0,0
326,2,38,0,15505,0,0,0,0,0,0
327,2,40,0,15488,0,0,0,0,0,0
328,2,36,0,15500,0,0,0,0,0,0
329,2,41,0,15494,0,0,0,0,0,0
330,2,39,0,15506,0,0,0,0,0,0
331,2,51,0,15489,0,0,0,0,0,0
332,2,57,0,15501,0,0,0,0,0,0
333,2,50,0,15495,0,0,0,0,0,0
334,2,49,0,15507,0,0,0,0,0,0
335,2,233,0,19232,0,0,0,0,0,0
336,2,226,0,19233,0,0,0,0,0,0
337,2,256,0,19234,0,0,0,0,0,0
338,2,253,0,19235,0,0,0,0,0,0
339,2,0,0,19236,0,0,0,0,0,0
340,2,124,0,19252,0,0,0,0,0,0
341,2,234,0,19237,0,0,0,0,0,0
342,2,227,0,19238,0,0,0,0,0,0
343,2,255,0,19239,0,0,0,0,0,0
344,2,251,0,19240,0,0,0,0,0,0
345,2,0,0,19241,0,0,0,0,0,0
346,2,121,0,19253,0,0,0,0,0,0
347,2,236,0,19247,0,0,0,0,0,0
348,2,229,0,19248,0,0,0,0,0,0
349,2,257,0,19249,0,0,0,0,0,0
350,2,250,0,19250,0,0,0,0,0,0
