"ID","prerequisiteIdGeneric00","localizedTextIdName","spell4IdOnEquip","spell4IdOnActivate"
2,0,0,0,3
3,0,0,0,0
11,0,0,0,0
12,0,0,0,0
14,0,0,0,0
18,0,96275,0,1274
21,0,0,0,16
2696,0,0,0,365
2697,0,0,0,28
2698,0,0,0,1260
2699,0,0,0,73
2700,0,0,0,74
2701,0,0,0,75
2703,0,0,0,102
2704,0,0,0,99
2705,0,0,0,100
2706,0,0,0,101
2710,0,0,0,113
2711,0,0,0,316
2712,0,0,0,199
2714,0,0,0,303
2715,0,0,0,319
2716,0,0,0,320
2717,0,0,0,322
2718,0,0,0,324
2719,0,0,0,333
2720,0,0,0,335
2721,0,0,0,343
2722,0,0,0,341
2723,0,0,0,347
2724,0,0,0,348
2726,0,0,0,73
2727,0,0,0,74
2728,0,0,0,75
2729,0,0,0,360
2731,0,0,0,394
2732,0,0,0,396
2735,0,0,0,409
2736,0,0,0,410
2738,0,0,0,430
2745,0,0,0,594
2747,0,0,0,626
2748,0,0,0,646
2750,0,0,0,790
2751,0,0,0,447
2754,0,0,0,1272
2755,0,0,0,890
2758,0,0,0,933
2761,0,0,0,28
2762,0,0,0,1236
2765,0,0,0,1072
2767,0,0,0,1238
2768,0,0,0,1242
2769,0,0,0,1274
2771,0,0,0,1324
2772,0,0,0,1325
2773,0,0,0,1335
2775,0,0,0,1363
2783,0,0,0,1450
2791,0,0,0,1527
2807,0,0,0,1664
2809,0,0,0,1765
2818,0,0,0,1843
2819,0,0,0,1324
2824,0,0,0,1903
2834,0,0,0,1887
2835,0,0,0,2047
2836,0,0,0,2048
2837,0,0,0,2060
2838,0,0,0,2061
2839,0,0,0,2062
2840,0,0,0,2060
2841,0,0,0,2061
2842,0,0,0,2062
2843,0,0,0,2060
2844,0,0,0,2061
2845,0,0,0,2062
2847,0,0,0,2560
2848,0,0,0,2060
2849,0,0,0,2061
2850,0,0,0,2062
2862,0,0,0,2536
2865,0,0,0,2539
2866,0,0,0,1973
2867,0,0,0,2551
2868,0,0,0,2663
2870,0,0,0,2669
2871,0,0,0,2684
2874,0,0,0,2733
2876,0,0,0,2746
2877,0,0,0,2731
2878,0,0,0,2761
2879,0,0,0,2771
2881,0,0,0,2811
2905,0,0,0,2811
2906,0,0,0,2845
2907,0,0,0,2856
2909,0,0,0,2868
2910,0,0,0,2861
2911,0,0,0,2862
2912,0,0,0,2883
2913,0,0,0,2884
2914,0,0,0,2885
2916,0,0,0,2905
2919,0,0,0,5159
2920,0,0,0,5132
2921,0,0,0,5155
2922,0,0,0,5160
2923,0,0,0,5135
2924,0,0,0,5156
2926,0,0,0,5161
2927,0,0,0,5157
2928,0,0,0,5136
2929,0,0,0,2964
2930,0,0,0,2965
2931,0,0,0,2966
2932,0,0,0,2967
2933,0,0,0,2968
2934,0,0,0,2969
2935,0,0,0,2970
2936,0,0,0,2971
2937,0,0,0,2972
2938,0,0,0,2973
2939,0,0,0,2974
2940,0,0,0,2975
2941,0,0,0,2771
2942,0,0,0,2996
2943,0,0,0,2997
2945,0,0,0,1817
2946,0,0,0,3077
2950,0,0,0,3076
2951,0,0,0,3102
2952,0,0,0,3114
2953,0,0,0,3123
2954,0,0,0,3175
2955,0,0,0,3110
2956,0,0,0,2771
2958,0,0,0,3142
2959,0,0,0,3110
2960,0,0,0,3162
2961,0,0,0,3167
2962,0,0,0,3250
2963,0,0,0,3173
2964,0,0,0,3185
2966,0,0,0,3198
2967,0,0,0,3209
2968,0,0,0,3175
2969,22615,0,0,47437
2970,0,0,0,3220
2971,0,0,0,3219
2972,0,0,0,5164
2973,0,0,0,5162
2974,0,0,0,5168
2975,0,0,0,5169
2976,0,0,0,5176
2977,0,0,0,5174
2980,0,0,0,3323
2981,0,0,0,3325
2982,0,0,0,3326
2983,0,0,0,3327
2984,0,0,0,3328
2985,0,0,0,3329
2986,0,0,0,3330
2987,0,0,0,3331
2988,0,0,0,3332
2989,0,0,0,3333
2990,0,0,0,3334
2991,0,0,0,3335
2992,0,0,0,3336
2993,0,0,0,3337
2994,0,0,0,3338
2995,0,0,0,3339
2996,0,0,0,3340
2997,0,0,0,3341
2998,0,0,0,3342
2999,0,0,0,3343
3000,0,0,0,3344
3001,0,0,0,3345
3002,0,0,0,3346
3003,0,0,0,3347
3004,0,0,0,3348
3005,0,0,0,3349
3006,0,0,0,3350
3007,0,0,0,3351
3008,0,0,0,3353
3009,0,0,0,5218
3011,0,0,0,3360
3012,0,0,0,3361
3013,0,0,0,3362
3014,0,0,0,3363
3015,0,0,0,3364
3016,0,0,0,3365
3017,0,0,0,3366
3018,0,0,0,3369
3019,0,0,0,3367
3020,0,0,0,3370
3021,0,0,0,3372
3022,0,0,0,3368
3023,0,0,0,3371
3024,0,0,0,3373
3025,0,0,0,3374
3026,0,0,0,3376
3027,0,0,0,3377
3028,0,0,0,3378
3029,0,0,0,3379
3030,0,0,0,3380
3031,0,0,0,3381
3032,0,0,0,3382
3033,0,0,0,3383
3034,0,0,0,3386
3035,0,0,0,3387
3036,0,0,0,3388
3037,0,0,0,3389
3038,0,0,0,3390
3039,0,0,0,3392
3040,0,0,0,3434
3041,0,0,0,3442
3042,0,0,0,2862
3043,0,0,0,2861
3045,0,0,0,3055
3047,0,0,0,5067
3048,0,0,0,5074
3049,0,0,0,5056
3050,0,0,0,5166
3051,0,0,0,5136
3052,0,0,0,3807
3053,0,0,0,5170
3054,0,0,0,3805
3055,0,0,0,5200
3056,0,0,0,5084
3057,0,0,0,5090
3058,0,0,0,5085
3059,0,0,0,5089
3060,0,0,0,5083
3061,0,0,0,5091
3062,0,0,0,5212
3063,0,0,0,5201
3064,0,0,0,5206
3066,0,0,0,5214
3067,0,0,0,2062
3068,0,0,0,5220
3070,0,0,0,3533
3071,0,0,0,2062
3072,0,0,0,5216
3073,0,0,0,5202
3074,0,0,0,5207
3075,0,0,0,5187
3076,0,0,0,5213
3077,0,0,0,2062
3078,0,0,0,5222
3079,0,0,0,3639
3081,0,0,0,3636
3082,0,0,0,3800
3083,0,0,0,5163
3084,0,0,0,5165
3085,0,0,0,5167
3086,0,0,0,2997
3090,0,0,0,3654
3091,0,0,0,3654
3092,0,0,0,3653
3093,0,0,0,3656
3094,0,0,0,3657
3095,0,0,0,3658
3096,0,0,0,3659
3097,0,0,0,3660
3098,0,0,0,3661
3099,0,0,0,3662
3100,0,0,0,3663
3101,0,0,0,3664
3102,0,0,0,3665
3103,0,0,0,3666
3104,0,0,0,3667
3105,0,0,0,3668
3106,0,0,0,3669
3107,0,0,0,3670
3108,0,0,0,3671
3109,0,0,0,3672
3110,0,0,0,3673
3111,0,0,0,3674
3112,0,0,0,3675
3113,0,0,0,3676
3114,0,0,0,3677
3115,0,0,0,3678
3116,0,0,0,3679
3120,0,0,0,5172
3121,0,0,0,5171
3122,0,0,0,5175
3123,0,0,0,5203
3124,0,0,0,5177
3125,0,0,0,5204
3133,0,0,0,32695
3134,0,0,0,32696
3135,0,0,0,32697
3136,0,0,0,4548
3137,0,0,0,4550
3138,0,0,0,4551
3139,0,0,0,4552
3140,0,0,0,4553
3141,0,0,0,4554
3142,0,0,0,4555
3143,0,0,0,4556
3144,0,0,0,4557
3145,0,0,0,4558
3146,0,0,0,4559
3147,0,0,0,4560
3154,0,0,0,3931
3155,0,0,0,5191
3156,0,0,0,3792
3192,0,0,0,4145
3193,0,0,0,4146
3194,0,0,0,4147
3196,0,0,0,4149
3204,0,0,4436,0
3205,0,0,4436,0
3206,0,0,4436,0
3207,0,0,4436,0
3208,0,0,4436,0
3209,0,0,4436,0
3210,0,0,4436,0
3211,0,0,4436,0
3212,0,0,4436,0
3214,0,0,0,4206
3215,0,0,0,3055
3216,0,0,0,4780
3217,0,0,0,4796
3218,0,0,0,4801
3219,0,0,0,4346
3222,0,0,4365,0
3223,0,0,4365,0
3224,0,0,4365,0
3225,0,0,4365,0
3227,0,0,4365,0
3228,0,0,4365,0
3229,0,0,4365,0
3230,0,0,5580,0
3231,0,0,5580,0
3232,0,0,5580,0
3233,0,0,5580,0
3234,0,0,5580,0
3235,0,0,5580,0
3236,0,0,5580,0
3237,0,0,5580,0
3238,0,0,5580,0
3239,0,0,4367,0
3240,0,0,4367,0
3241,0,0,4367,0
3242,0,0,4367,0
3243,0,0,4367,0
3244,0,0,4367,0
3245,0,0,4367,0
3246,0,0,4367,0
3247,0,0,4367,0
3248,0,0,4762,0
3249,0,0,4762,0
3250,0,0,4762,0
3251,0,0,4762,0
3252,0,0,4762,0
3253,0,0,4762,0
3254,0,0,4762,0
3255,0,0,4762,0
3256,0,0,4762,0
3257,0,0,4081,0
3258,0,0,4081,0
3259,0,0,4081,0
3260,0,0,4081,0
3261,0,0,4081,0
3262,0,0,4081,0
3263,0,0,4081,0
3264,0,0,4081,0
3265,0,0,4081,0
3267,0,0,0,4789
3268,0,0,0,4783
3269,0,0,0,4792
3274,0,0,0,5173
3275,0,0,0,5179
3277,0,0,0,5084
3278,0,0,0,5083
3279,0,0,0,5085
3282,0,0,0,5188
3283,0,0,0,5190
3284,0,0,0,5189
3285,0,0,0,5182
3286,0,0,0,5184
3287,0,0,0,5181
3288,0,0,0,5183
3289,0,0,0,5185
3290,0,0,0,5191
3296,0,0,4748,0
3297,0,0,4748,0
3298,0,0,4748,0
3299,0,0,4748,0
3300,0,0,4748,0
3301,0,0,4748,0
3302,0,0,4748,0
3303,0,0,4748,0
3304,0,0,4748,0
3305,0,0,4751,0
3306,0,0,4751,0
3307,0,0,4751,0
3308,0,0,4751,0
3309,0,0,4751,0
3310,0,0,4751,0
3311,0,0,4751,0
3312,0,0,4751,0
3313,0,0,4751,0
3314,0,0,4753,0
3315,0,0,4753,0
3316,0,0,4753,0
3317,0,0,4753,0
3318,0,0,4753,0
3319,0,0,4753,0
3320,0,0,4753,0
3321,0,0,4753,0
3322,0,0,4753,0
3323,0,0,4755,0
3324,0,0,4755,0
3325,0,0,4755,0
3326,0,0,4755,0
3327,0,0,4755,0
3328,0,0,4755,0
3329,0,0,4755,0
3330,0,0,4755,0
3331,0,0,4755,0
3332,0,0,4757,0
3333,0,0,4757,0
3334,0,0,4757,0
3335,0,0,4757,0
3336,0,0,4757,0
3337,0,0,4757,0
3338,0,0,4757,0
3339,0,0,4757,0
3340,0,0,4757,0
3341,0,0,4759,0
3342,0,0,4759,0
3343,0,0,4759,0
3344,0,0,4759,0
3345,0,0,4759,0
3346,0,0,4759,0
3347,0,0,4759,0
3348,0,0,4759,0
3349,0,0,4759,0
3359,0,0,0,4740
3361,0,0,0,4799
3362,0,0,0,4802
3363,0,0,0,4787
3364,0,0,0,4790
3365,0,0,0,4793
3366,0,0,0,4781
3367,0,0,0,4782
3368,0,0,0,4785
3369,0,0,0,4807
3370,0,0,0,4795
3371,0,0,0,4797
3372,0,0,0,4798
3373,0,0,0,4800
3396,0,0,0,4878
3397,0,0,0,4879
3399,0,0,0,5223
3400,0,0,0,3807
3401,0,0,0,5219
3402,0,0,0,5221
3403,0,0,0,5215
3404,0,0,0,5217
3405,0,0,0,5208
3406,0,0,0,2062
3407,0,0,0,5209
3408,0,0,0,5211
3409,0,0,0,5090
3410,0,0,0,5089
3411,0,0,0,5091
3412,0,0,0,5205
3424,0,0,0,5075
3425,0,0,0,5351
3426,0,0,0,4007
3427,0,0,0,5251
3430,0,0,0,5095
3431,0,0,0,5373
3432,0,0,0,5441
3445,0,0,0,5745
3446,0,0,0,5093
3448,0,0,0,5471
3450,0,0,0,1301
3451,0,0,0,5517
3452,0,0,0,5526
3453,0,0,0,5539
3473,0,0,0,5591
3475,0,0,0,5605
3477,0,0,0,5645
3480,0,0,0,5640
3481,0,0,0,5642
3482,0,0,0,5677
3483,0,0,0,5689
3484,0,0,0,5705
3485,0,0,0,6781
3486,0,0,4057,0
3487,0,0,4057,0
3488,0,0,4057,0
3489,0,0,4057,0
3490,0,0,4057,0
3491,0,0,4057,0
3492,0,0,0,5743
3493,0,0,4057,0
3494,0,0,4057,0
3495,0,0,4057,0
3499,0,0,0,5901
3500,0,0,0,5901
3504,0,0,0,5956
3508,0,0,0,3056
3509,0,0,0,3147
3511,0,0,0,6035
3512,0,0,0,6005
3514,0,0,0,6065
3515,0,0,0,6080
3516,0,0,0,6080
3517,0,0,0,6101
3523,0,0,0,6144
3524,0,0,0,6170
3526,0,0,0,6169
3527,0,0,0,6174
3528,0,0,0,6209
3529,0,0,0,6213
3530,0,0,0,6243
3532,0,0,0,6258
3533,0,0,0,6259
3534,0,0,0,6273
3536,0,0,0,6320
3537,0,0,0,6309
3539,0,0,0,6333
3541,22616,0,0,48517
3543,0,0,0,6388
3546,0,0,0,6459
3548,0,0,0,6529
3549,0,0,0,6543
3550,0,0,0,6547
3552,0,0,0,6565
3553,0,0,0,6570
3554,0,0,0,6591
3556,0,0,0,6626
3558,0,0,4057,0
3559,0,0,0,6904
3561,0,0,0,6942
3562,0,0,0,6956
3564,0,0,0,6977
3565,0,0,0,6978
3567,0,0,0,6980
3568,0,0,0,6981
3569,0,0,0,6983
3570,0,0,0,6984
3571,0,0,0,6985
3572,0,0,0,6992
3573,0,0,0,6993
3574,0,0,0,6994
3575,0,0,0,7006
3576,0,0,0,7007
3577,0,0,0,6995
3578,0,0,0,7005
3579,0,0,0,7008
3580,0,0,0,7009
3581,0,0,0,7016
3582,0,0,0,7020
3583,0,0,0,7021
3584,0,0,0,7022
3585,0,0,0,7066
3587,0,0,0,7077
3589,0,0,0,7080
3590,0,0,0,7081
3592,0,0,0,7083
3593,0,0,0,7084
3595,0,0,0,7086
3596,0,0,0,7087
3597,0,0,0,7102
3598,0,0,0,7103
3599,0,0,0,7113
3600,0,0,0,7140
3601,0,0,0,7141
3602,0,0,0,7150
3603,0,0,0,8
3604,0,0,0,7153
3605,0,0,0,7152
3607,0,0,0,3755
3608,0,0,0,3754
3610,0,0,0,7439
3611,0,0,0,6983
3613,0,0,0,6320
3614,0,0,0,7782
3615,0,0,0,8085
3616,0,0,0,8086
3617,0,0,0,8087
3618,0,0,0,8088
3619,0,0,0,8089
3620,0,0,0,8090
3621,0,0,0,8091
3622,0,0,0,8092
3624,0,0,0,7150
3625,0,0,0,7153
3626,0,0,0,7152
3627,0,0,0,8126
3628,0,0,0,8123
3629,0,0,0,3755
3630,0,0,0,3754
3631,0,0,0,5084
3632,0,0,0,8116
3633,0,0,0,8115
3634,0,0,0,8117
3635,0,0,0,8134
3636,0,0,0,8135
3637,0,0,0,8136
3638,0,0,0,8137
3639,0,0,0,8228
3640,0,0,0,8143
3641,0,0,0,8144
3642,0,0,0,7439
3643,0,0,0,8300
3644,0,0,0,8160
3645,0,0,0,8182
3646,0,0,0,8183
3647,0,0,0,8184
3648,0,0,0,8186
3649,0,0,0,8187
3650,0,0,0,8188
3651,0,0,0,8189
3652,0,0,0,8199
3656,0,0,0,8215
3657,0,0,0,8216
3658,0,0,0,8264
3659,0,0,0,8265
3660,0,0,0,8277
3661,0,0,0,8292
3663,0,0,0,8320
3664,0,0,0,2060
3666,0,0,0,2062
3667,0,0,0,8412
3669,0,0,0,8568
3670,0,0,0,8569
3671,0,0,4748,0
3677,0,0,0,9517
3678,0,0,0,9755
3679,0,0,0,9837
3680,0,0,0,10090
3689,0,0,0,12178
3693,0,0,0,3
3694,0,0,4,0
3701,0,0,0,5576
3702,0,0,0,4047
3703,0,0,4048,0
3712,0,0,0,8759
3713,0,0,0,8757
3714,0,0,0,8762
3715,0,0,0,8760
3716,0,0,0,0
3717,0,0,0,17271
3718,0,0,0,17272
3719,0,0,7115,0
3720,0,0,0,8979
3722,0,0,0,8199
3727,0,0,0,18179
3728,0,0,0,18179
3743,0,0,0,19223
3745,0,0,0,20034
3746,0,0,0,20156
3758,0,0,22393,0
3760,0,0,22394,0
3761,0,0,22395,0
3763,0,0,0,9517
3768,0,0,22476,0
3769,0,0,22477,0
3770,0,0,22478,0
3771,0,0,0,2061
3772,0,0,0,22486
3773,0,0,0,22090
3774,0,0,0,22091
3775,0,0,0,22092
3777,0,106904,0,11820
3778,0,0,22490,0
3779,0,0,22491,0
3780,0,0,22497,0
3782,0,0,0,22508
3784,0,106985,0,4201
3786,0,107004,0,4199
3787,0,107008,0,4192
3789,0,0,0,22512
3790,0,0,22490,0
3791,0,107165,0,0
3792,0,107168,0,0
3793,0,107171,0,0
3794,0,107174,0,0
3795,0,107177,0,0
3796,0,107180,0,0
3797,0,107183,0,0
3798,0,107186,0,0
3799,0,107189,0,0
3800,0,107192,0,0
3801,0,107195,0,0
3802,0,107198,0,0
3803,0,107201,0,0
3804,0,0,0,8932
3805,0,107664,7116,0
3806,0,0,0,22557
3812,0,0,0,22582
3816,0,0,0,22604
3820,0,0,22393,0
3821,0,0,22394,0
3822,0,0,22393,0
3823,0,0,0,22609
3835,0,107895,7138,0
3836,0,107897,7137,0
3837,0,107899,0,8906
3838,0,107901,8978,0
3842,0,107938,0,4006
