"ID","localizedTextIdName","parentZoneId","allowAccess","color","soundZoneKitId","worldLocation2IdExit","flags","zonePvpRulesEnum","rewardRotationContentId"
12,7737,0,0,0,0,0,0,0,0
13,3958,0,1,32768,26,0,0,5,0
16,4767,0,0,9514885,10,0,0,0,0
17,5171,16,0,3349905,0,0,0,0,0
18,4766,16,0,9509393,0,0,0,0,0
19,4260,463,1,393471,47,20384,13,0,0
20,4262,455,1,41215,28,0,0,0,0
21,4263,455,1,8454016,27,0,0,1,0
23,4265,459,1,65535,0,0,0,1,0
24,4266,459,1,255,45,0,0,0,0
26,4268,459,1,16384,139,0,0,0,0
27,4269,460,1,5405951,0,0,0,0,0
28,4320,463,1,65280,0,0,0,0,0
29,5331,0,1,8454016,30,0,0,5,0
32,5334,993,1,983038,33,0,0,1,0
35,7738,0,1,8388863,36,0,192,5,0
36,7768,0,1,4227327,84,0,0,6,0
37,8085,0,1,32768,44,0,0,6,0
38,8196,1228,1,15803647,395,0,0,2,0
40,8198,1260,1,65535,0,0,0,0,0
41,8199,848,1,459007,0,0,0,0,0
42,8200,733,1,14384058,406,0,0,0,0
43,8201,1302,1,8388863,447,0,0,0,0
44,8202,733,1,11408639,473,0,0,0,0
45,8203,42,1,65531,0,0,0,0,0
46,8204,60,1,16776960,0,0,0,0,0
47,8205,1302,1,4194304,798,0,0,0,0
48,8423,0,0,0,0,0,0,0,0
49,8637,50,0,2116351,0,0,0,0,0
50,8638,0,0,15532280,0,0,0,0,0
51,8639,50,0,16263297,0,0,0,0,0
52,8640,50,0,16259335,0,0,0,0,0
53,8642,50,0,16310297,0,0,0,0,0
54,8643,50,0,8714240,0,0,0,0,0
55,8644,50,0,587776,0,0,0,0,0
56,8645,50,0,63660,0,0,0,0,0
57,8646,50,0,63721,60,0,0,0,0
58,8648,50,0,22008,0,0,0,0,0
59,9010,734,1,16722176,0,0,0,0,0
60,9012,734,1,4259584,0,0,0,0,0
72,9028,732,1,917759,0,0,0,0,0
75,9043,37,1,12615935,0,0,0,0,0
77,9049,78,1,14896640,0,0,0,0,0
78,9050,37,1,8454016,366,0,0,0,0
79,9051,37,1,3538741,812,0,0,0,0
80,9063,1773,1,16777034,0,0,0,0,0
81,9322,410,1,65408,0,0,0,0,0
82,10076,1735,1,13558755,519,0,0,0,0
109,14451,116,1,14178047,55,0,0,0,0
111,14978,453,1,6750084,0,0,0,0,0
121,16764,29,1,65535,168,0,0,0,0
122,16773,0,1,3408021,148,0,0,1,0
126,18247,29,1,8404992,0,0,0,0,0
129,18769,455,1,16711935,62,0,0,0,0
137,24478,0,1,255,38,0,0,0,0
138,24479,1345,1,9433580,0,0,0,0,0
140,26041,0,1,10965019,1090,0,0,4,0
141,26137,137,1,16711680,0,0,0,0,0
143,27280,137,1,4194368,0,0,0,0,0
144,27299,6,0,1381014,0,0,0,0,0
146,27901,1240,1,10198015,91,0,0,0,0
147,27902,1132,1,16776960,0,0,0,0,0
149,27904,1132,1,65535,0,0,0,0,0
150,27905,1132,1,16777088,0,0,0,0,0
151,27906,1132,1,15365241,0,0,0,0,0
152,27907,1132,1,2470270,0,0,0,0,0
153,27909,1132,1,0,0,0,0,0,0
154,27910,1132,1,12632256,0,0,0,0,0
155,27911,1132,1,6759389,0,0,0,0,0
156,27912,1132,1,3803430,0,0,0,0,0
157,27913,1132,1,0,0,0,0,0,0
158,28241,1240,0,1250110,0,0,0,0,0
159,28242,158,0,149,0,0,0,0,0
160,28243,158,0,23432,0,0,0,0,0
161,28244,158,0,7405641,0,0,0,0,0
162,28245,158,0,516,0,0,0,0,0
163,28430,1240,0,33023,0,0,0,0,0
164,28440,163,0,255,0,0,0,0,0
165,28442,164,0,32768,0,0,0,0,0
166,28444,164,0,65535,0,0,0,0,0
167,28446,164,0,33023,0,0,0,0,0
168,28447,164,0,16711808,0,0,0,0,0
169,28450,164,0,65280,0,0,0,0,0
170,28451,164,0,0,0,0,0,0,0
171,28454,163,0,8421440,0,0,0,0,0
172,28455,171,0,32768,0,0,0,0,0
173,28456,171,0,65280,0,0,0,0,0
174,28457,171,0,65535,0,0,0,0,0
175,28458,171,0,16744576,0,0,0,0,0
176,28459,171,0,8388863,0,0,0,0,0
177,28462,163,0,16711680,0,0,0,0,0
178,28463,177,0,4194368,0,0,0,0,0
179,28464,177,0,65280,0,0,0,0,0
180,28465,177,0,8388863,0,0,0,0,0
181,28466,177,0,255,0,0,0,0,0
182,28467,177,0,65535,0,0,0,0,0
183,28468,177,0,4194432,0,0,0,0,0
184,28472,163,0,8276345,0,0,0,0,0
185,28475,184,0,4227327,0,0,0,0,0
186,28476,184,0,65280,0,0,0,0,0
187,28477,184,0,10485760,0,0,0,0,0
189,28479,184,0,16711935,0,0,0,0,0
190,28480,184,0,16776960,0,0,0,0,0
191,28481,184,0,8454016,0,0,0,0,0
192,28482,163,0,12615680,0,0,0,0,0
193,28483,192,0,8388863,0,0,0,0,0
194,28484,192,0,65280,0,0,0,0,0
195,28485,192,0,64,0,0,0,0,0
196,28490,192,0,65535,0,0,0,0,0
197,28491,192,0,4227200,0,0,0,0,0
198,28492,192,0,255,0,0,0,0,0
199,28501,163,0,65535,0,0,0,0,0
200,29179,16,0,15651359,6,0,0,0,0
201,29180,16,0,10914168,14,0,0,0,0
202,29181,16,0,2948947,12,0,0,0,0
203,29912,137,1,16776960,0,0,0,0,0
204,29913,137,1,8388672,0,0,0,0,0
207,30320,0,0,5854719,85,0,0,0,0
211,31816,138,1,4227327,0,0,0,0,0
212,32775,1240,0,0,0,0,0,0,0
213,35444,138,1,12615808,40,0,0,0,0
214,35445,138,1,6593982,0,0,0,0,0
216,35998,459,1,65280,173,0,0,0,0
218,36678,21,1,8454143,146,0,0,0,0
219,36976,459,1,16711808,0,0,0,0,0
227,39136,143,1,65280,50,0,0,0,0
228,39613,16,0,2739354,0,0,0,0,0
240,41306,138,1,16744448,174,0,0,1,0
248,42339,0,1,16148070,43,0,0,5,0
254,43185,459,1,33023,0,0,0,0,0
260,44232,0,0,16711808,0,0,0,0,0
262,45151,1240,0,3683327,0,0,0,0,0
263,45152,262,1,16747599,0,0,256,2,0
271,46436,0,1,65535,378,0,210,0,0
298,47928,0,0,1572631,0,0,0,0,0
300,53637,1738,1,6427659,409,0,0,1,0
301,53638,1738,1,1592013,495,0,0,0,0
302,53639,1573,1,1637087,0,0,0,0,0
303,53640,1738,1,4371220,249,0,0,0,0
304,53641,1957,1,5825616,772,0,0,0,0
305,53642,306,1,13031455,0,0,0,0,0
306,53643,2045,1,12066808,410,0,0,0,0
307,53644,1738,1,5039078,0,0,0,0,0
308,53645,1957,1,3606597,963,0,0,0,0
309,53646,379,1,3025717,625,0,0,0,0
310,53647,306,1,16273605,0,0,0,0,0
312,53649,1568,1,5592575,358,0,0,3,0
313,53650,1957,1,4888406,0,0,0,0,0
314,53651,301,1,2512182,0,0,0,0,0
315,53918,300,1,4452839,0,0,0,0,0
318,56019,453,1,2172331,53,0,0,0,0
319,58449,0,1,3586066,57,0,0,0,0
322,58597,455,1,4194304,137,0,0,0,0
323,58598,322,1,6583728,0,0,0,0,0
326,59643,20,1,41215,58,0,0,0,0
327,59790,78,1,255,360,0,0,2,0
328,59792,75,1,12881443,0,0,0,0,0
329,60310,1735,1,15986891,0,0,0,0,0
330,60311,1901,1,16744703,504,0,0,0,0
331,60312,1693,1,16777062,514,25464,12,0,0
332,60313,79,1,15954659,816,0,0,0,0
334,62090,0,1,14735658,0,0,0,0,0
335,62091,334,1,13529560,0,0,0,0,0
336,62092,334,1,393467,0,0,0,0,0
337,62292,1132,1,65535,0,0,0,0,0
338,62293,1132,1,32896,0,0,0,0,0
339,62294,1132,1,8404992,0,0,0,0,0
340,62295,1132,1,65408,0,0,0,0,0
341,62296,1132,1,16744448,0,0,0,0,0
342,62297,1132,1,16384,0,0,0,0,0
343,62298,1132,1,4227327,0,0,0,0,0
344,62299,1132,1,8388863,0,0,0,0,0
345,62300,1132,1,8388863,0,0,0,0,0
346,62301,1132,1,8404992,0,0,0,0,0
347,62302,1132,1,4194304,0,0,0,0,0
348,62303,1132,1,4194368,0,0,0,0,0
349,62304,1132,1,33023,0,0,0,0,0
350,62305,1132,1,4194368,0,0,0,0,0
351,62306,1132,1,4259584,0,0,0,0,0
352,62307,1132,1,16776960,0,0,0,0,0
353,62308,1132,1,4227072,0,0,0,0,0
354,62309,1132,1,4194304,0,0,0,0,0
355,62310,1132,1,12615680,0,0,0,0,0
356,62311,1132,1,4194368,0,0,0,0,0
357,62312,1132,1,33023,0,0,0,0,0
358,62313,1132,1,4194304,0,0,0,0,0
359,62314,1132,1,65535,0,0,0,0,0
363,66250,138,1,4161048,0,0,0,0,0
364,68425,334,1,776484,0,0,0,0,0
365,70937,459,1,2623209,80,0,0,0,0
376,73446,1710,1,1175273,768,26540,13,0,0
377,73447,0,1,1730597,77,0,0,0,0
378,73453,1777,1,8113626,751,26552,13,0,0
379,73455,1738,1,3775903,626,0,0,0,0
380,73465,1776,1,6827984,657,26554,12,0,0
381,73466,307,1,8483539,660,26812,4,0,0
382,73470,1778,1,12756594,771,0,0,0,0
384,73526,1260,1,16776960,0,0,0,0,0
385,73527,1228,1,12615680,0,0,0,0,0
386,73529,1259,1,2230583,0,0,2,0,0
387,73834,79,1,3076588,362,0,0,0,0
388,73840,78,1,8388736,0,0,0,0,0
389,73844,410,1,3485186,505,0,0,0,0
390,73856,388,1,33023,0,0,0,0,0
391,73862,79,1,5308416,361,0,0,0,0
392,73884,79,1,33023,635,0,0,0,0
393,75176,78,1,2554926,365,0,0,0,0
394,75433,79,1,10317159,811,0,0,0,0
395,75434,1735,1,11158219,0,0,0,0,0
396,75437,78,1,128,367,0,0,0,0
397,75440,396,1,16744448,0,0,0,0,0
398,75441,1749,1,16131267,508,0,0,0,0
399,75442,1735,1,11571943,518,0,0,0,0
400,75443,1735,1,6333122,686,0,0,0,0
401,75446,78,1,32896,0,0,0,0,0
402,75447,78,1,8454016,682,24295,221,0,0
404,75449,328,1,13567772,507,0,0,0,0
405,75452,2888,1,4194432,506,0,0,0,0
406,75453,1693,1,21248,515,25081,12,0,0
407,75454,1693,1,16651154,513,25083,12,0,0
408,75463,1735,1,16776960,517,0,0,0,0
409,75466,75,1,65535,0,0,0,0,0
410,75473,328,1,10776741,0,0,0,0,0
412,79835,1799,1,9274001,0,0,0,0,0
413,79875,1890,1,13522741,0,0,0,0,0
414,79876,413,1,27607,0,0,0,0,0
415,79877,413,1,8224061,0,0,0,0,0
416,79878,413,1,9714901,0,0,0,0,0
417,79879,2433,1,255,0,0,0,0,0
418,79880,417,1,7866148,0,0,0,0,0
419,79881,417,1,9183872,0,0,0,0,0
420,79882,417,1,5550479,0,0,0,0,0
421,79883,417,1,5859868,0,0,0,0,0
422,79884,417,1,2009245,0,0,0,0,0
423,79885,417,1,9915076,0,0,0,0,0
424,79886,417,1,820186,0,0,0,0,0
425,79887,377,1,3049182,941,0,0,0,0
426,79888,425,1,16471162,0,0,0,0,0
427,79891,1933,1,14366741,943,0,0,3,0
428,79892,425,1,65535,0,0,0,0,0
429,79895,425,1,10649928,942,0,0,0,0
430,79896,1890,1,66035,719,0,0,3,0
431,79897,1890,1,1624197,806,0,0,0,0
432,79898,1839,1,9127527,0,0,0,0,0
