"ID","characterTitleCategoryId","localizedTextIdName","localizedTextIdTitle","spell4IdActivate","lifeTimeSeconds","playerTitleFlagsEnum","scheduleId"
1,1,513757,513756,0,0,4,0
2,1,513759,513758,3251,0,8,0
3,1,513761,513760,3251,0,1,0
4,1,513763,513762,1490,120,0,0
5,2,513765,513764,0,15,4,0
6,2,513767,513766,0,10,0,0
7,2,513769,513768,0,60,8,0
8,3,513771,513770,0,300,12,0
9,4,513773,513772,0,0,0,0
10,4,513775,513774,0,0,0,0
11,3,513777,513776,0,300,4,0
12,3,513779,513778,0,300,4,0
13,3,513781,513780,0,300,4,0
14,3,513783,513782,0,300,4,0
15,3,513785,513784,0,300,4,0
16,3,513787,513786,0,0,12,0
17,6,513789,513788,0,0,0,0
18,14,513791,513790,0,0,4,0
19,14,513793,513792,0,0,4,0
20,14,513795,513794,0,0,4,0
21,14,513797,513796,0,0,4,0
22,14,513799,513798,0,0,4,0
23,14,513801,513800,0,0,4,0
24,14,513804,513803,0,0,4,0
25,15,513806,513805,0,0,4,0
26,15,513808,513807,0,0,4,0
27,15,513810,513809,0,0,4,0
28,15,513812,513811,0,0,4,0
29,15,513814,513813,0,0,4,0
30,15,513816,513815,0,0,4,0
31,15,513818,513817,0,0,4,0
32,16,513820,513819,0,0,4,0
33,16,513822,513821,0,0,4,0
34,16,513824,513823,0,0,4,0
35,16,513826,513825,0,0,4,0
36,16,513828,513827,0,0,4,0
37,16,513830,513829,0,0,4,0
38,16,513832,513831,0,0,4,0
39,17,513834,513833,0,0,4,0
40,17,513836,513835,0,0,4,0
41,17,513838,513837,0,0,4,0
42,17,513840,513839,0,0,4,0
43,17,513842,513841,0,0,4,0
44,17,513844,513843,0,0,4,0
45,17,513846,513845,0,0,4,0
46,3,513848,513847,0,600,0,0
47,1,513850,513849,27571,0,0,0
48,1,513852,513851,27573,0,0,0
49,6,513854,513853,0,0,0,0
50,10,513856,513855,0,0,0,0
51,6,513858,513857,0,0,0,0
52,10,513860,513859,0,0,0,0
53,10,513862,513861,0,0,0,0
54,10,513864,513863,0,0,0,0
55,10,513866,513865,0,0,0,0
56,10,513868,513867,0,0,0,0
57,10,513870,513869,0,0,0,0
58,10,513872,513871,0,0,0,0
59,10,513874,513873,0,0,0,0
60,10,513876,513875,0,0,0,0
61,10,513878,513877,0,0,0,0
62,10,513880,513879,0,0,0,0
63,10,513882,513881,0,0,0,0
64,10,513884,513883,0,0,0,0
65,10,513886,513885,0,0,0,0
66,10,513888,513887,0,0,0,0
67,10,513890,513889,0,0,0,0
68,10,513892,513891,0,0,0,0
69,10,513894,513893,0,0,0,0
70,10,513896,513895,0,0,0,0
71,6,513898,513897,0,0,0,0
72,6,513900,513899,0,0,4,0
73,6,513902,513901,0,0,4,0
74,6,513904,513903,0,0,4,0
